"actor_id","emissions_id","year","total_emissions","datasource_id"
"SI LJU","CDPCitiesTargets:2021:base:SI LJU",2008,2559016,"CDPCitiesTargets:2021"
"SI LJU","CDPCitiesTargets:2021:target:SI LJU",2040,1535409.6,"CDPCitiesTargets:2021"
"ET ADD","CDPCitiesTargets:2021:base:ET ADD",2016,14479133,"CDPCitiesTargets:2021"
"ET ADD","CDPCitiesTargets:2021:target:ET ADD",2050,0,"CDPCitiesTargets:2021"
"ID BPN","CDPCitiesTargets:2021:base:ID BPN",2010,954593,"CDPCitiesTargets:2021"
"ID BPN","CDPCitiesTargets:2021:BAU:ID BPN",2020,5846878,"CDPCitiesTargets:2021"
"TW NTC","CDPCitiesTargets:2021:base:TW NTC",2005,19835303,"CDPCitiesTargets:2021"
"TW NTC","CDPCitiesTargets:2021:target:TW NTC",2030,13884712.1,"CDPCitiesTargets:2021"
"IT FRR","CDPCitiesTargets:2021:base:IT FRR",2007,1261231,"CDPCitiesTargets:2021"
"IT FRR","CDPCitiesTargets:2021:target:IT FRR",2030,734036.442,"CDPCitiesTargets:2021"
"BR SSA","CDPCitiesTargets:2021:base:BR SSA",2018,3045704,"CDPCitiesTargets:2021"
"BR SSA","CDPCitiesTargets:2021:target:BR SSA",2024,2588848.4,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:base:DE BER",1990,29300000,"CDPCitiesTargets:2021"
"DE BER","CDPCitiesTargets:2021:target:DE BER",2050,4395000,"CDPCitiesTargets:2021"
"GB SAA","CDPCitiesTargets:2021:base:GB SAA",2013,19926,"CDPCitiesTargets:2021"
"GB SAA","CDPCitiesTargets:2021:target:GB SAA",2020,12951.9,"CDPCitiesTargets:2021"
"DK RKE","CDPCitiesTargets:2021:base:DK RKE",2008,596085,"CDPCitiesTargets:2021"
"DK RKE","CDPCitiesTargets:2021:target:DK RKE",2020,387455.25,"CDPCitiesTargets:2021"
"MX CLY","CDPCitiesTargets:2021:base:MX CLY",2013,4093,"CDPCitiesTargets:2021"
"MX CLY","CDPCitiesTargets:2021:target:MX CLY",2028,3888.35,"CDPCitiesTargets:2021"
"TW CYI","CDPCitiesTargets:2021:base:TW CYI",2005,1269616.02,"CDPCitiesTargets:2021"
"TW CYI","CDPCitiesTargets:2021:target:TW CYI",2025,1142654.418,"CDPCitiesTargets:2021"
"AR MTC","CDPCitiesTargets:2021:base:AR MTC",2016,47005.35,"CDPCitiesTargets:2021"
"AR MTC","CDPCitiesTargets:2021:BAU:AR MTC",2030,82180.35,"CDPCitiesTargets:2021"
"MY MEA","CDPCitiesTargets:2021:base:MY MEA",2015,1742087,"CDPCitiesTargets:2021"
"JP KNZ","CDPCitiesTargets:2021:base:JP KNZ",2013,3537000,"CDPCitiesTargets:2021"
"JP KNZ","CDPCitiesTargets:2021:target:JP KNZ",2050,0,"CDPCitiesTargets:2021"
"BR SOR","CDPCitiesTargets:2021:base:BR SOR",2012,1061141,"CDPCitiesTargets:2021"
"BR SOR","CDPCitiesTargets:2021:target:BR SOR",2030,1570000,"CDPCitiesTargets:2021"
"JP YOS","CDPCitiesTargets:2021:base:JP YOS",1990,2574000,"CDPCitiesTargets:2021"
"JP YOS","CDPCitiesTargets:2021:target:JP YOS",2021,2059200,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:base:JP KKJ",2005,16350000,"CDPCitiesTargets:2021"
"JP KKJ","CDPCitiesTargets:2021:target:JP KKJ",2030,11445000,"CDPCitiesTargets:2021"
"BR SSA","CDPCitiesTargets:2021:base:BR SSA",2018,3045704,"CDPCitiesTargets:2021"
"BR SSA","CDPCitiesTargets:2021:target:BR SSA",2032,2284278,"CDPCitiesTargets:2021"
"BR CWB","CDPCitiesTargets:2021:base:BR CWB",2016,3505046,"CDPCitiesTargets:2021"
"BR CWB","CDPCitiesTargets:2021:BAU:BR CWB",2030,4834507,"CDPCitiesTargets:2021"
"JP AAK","CDPCitiesTargets:2021:base:JP AAK",1990,1161000,"CDPCitiesTargets:2021"
"JP AAK","CDPCitiesTargets:2021:target:JP AAK",2030,792963,"CDPCitiesTargets:2021"
"GB SAA","CDPCitiesTargets:2021:base:GB SAA",2005,901800,"CDPCitiesTargets:2021"
"GB SAA","CDPCitiesTargets:2021:target:GB SAA",2050,0,"CDPCitiesTargets:2021"
"NZ WLG","CDPCitiesTargets:2021:base:NZ WLG",2001,1057119,"CDPCitiesTargets:2021"
"NZ WLG","CDPCitiesTargets:2021:target:NZ WLG",2030,602557.83,"CDPCitiesTargets:2021"
